0.270027	-0.416145	-0.049991	-0.231661	-4.523923	-4.661305	-4.690854	-4.585426	4.024034	4.177818	4.206835	4.206197	-2.072527	-2.100392	-1.849915	-2.139782
2.334062	2.811939	2.612408	2.941062	-0.358493	-0.302039	-0.400018	-0.354351	0.726814	0.830795	0.676257	0.866396	-2.683653	-2.747844	-2.591247	-2.793913
3.74646	3.708437	3.725025	3.791529	-2.536471	-2.810251	-2.861063	-2.598062	3.5838	3.649855	3.688657	3.786686	-3.191936	-3.095355	-3.125045	-3.139985
2.283526	2.746494	2.641961	2.76379	-1.655577	-1.743937	-1.74776	-1.726182	1.548857	1.674594	1.513989	1.555023	-3.803305	-3.80541	-3.741051	-3.886555
3.338723	3.622812	3.535562	3.572838	-1.29279	-1.45048	-1.422743	-1.354292	5.307129	5.462057	5.310947	5.350745	-6.861184	-7.031187	-6.520441	-7.036988
3.487753	3.568265	3.554671	3.589451	-1.792898	-1.883435	-1.813832	-1.808314	1.150119	1.250225	1.019383	1.065009	-4.146483	-4.061849	-4.003031	-4.112347
4.491214	4.410214	4.414163	4.459781	-2.288375	-2.347809	-2.310235	-1.657324	4.689537	4.960426	4.989259	4.812025	-5.807765	-5.999165	-5.830042	-5.984163
1.606233	1.46227	1.471661	1.463673	1.034403	1.03743	1.091417	1.0748	2.323916	2.318897	2.113687	2.197044	-0.946356	-0.96452	-0.924053	-0.931791
1.776974	1.6878	1.67208	1.712178	2.074893	2.082821	2.13243	2.099876	2.912644	2.895325	2.72485	2.824652	-2.457525	-2.451879	-2.289019	-2.489066
-1.048301	-1.126464	-1.188195	-1.27876	2.773202	2.902287	2.991015	2.782798	3.368711	3.353419	3.213502	3.334776	-1.620914	-1.671439	-1.480229	-1.724589
-0.487953	-0.675192	-0.634681	-0.621363	1.882806	2.022746	2.083184	1.893975	2.23718	2.234406	2.054081	2.46014	-3.712274	-3.786516	-3.561103	-3.829369
-2.967541	-2.814766	-2.976287	-2.829547	-0.234495	0.500341	0.212378	0.300986	4.858485	4.936718	4.862434	4.989294	-4.624845	-4.492196	-4.228528	-4.608611
-2.805295	-2.523228	-2.756856	-2.543376	2.275911	2.419218	2.342377	2.276157	4.041426	4.241912	3.893562	3.997136	-7.572392	-7.690636	-6.78319	-7.706403
-4.352287	-3.85012	-4.169539	-3.865608	0.6489	0.609628	0.618542	0.5197	2.489369	2.570729	2.429862	2.521387	-7.032932	-6.973473	-6.724881	-7.049066
-4.091309	-3.624632	-3.966652	-3.636777	2.794227	2.679581	2.856144	2.60192	4.142865	4.211732	3.820866	3.888921	-2.32278	-2.356655	-2.177997	-2.326081
-3.605206	-3.074674	-3.356585	-3.064427	3.188143	3.088219	3.226108	3.042516	2.807839	2.864961	2.747475	2.758798	-4.344504	-4.469238	-4.242799	-4.540526
-4.776061	-4.362191	-4.536943	-4.348153	3.03805	2.848567	2.965198	2.928692	4.748257	4.731361	4.737406	4.765272	-7.507938	-7.467189	-7.308864	-7.462742
-5.159589	-4.641	-4.779122	-4.584036	6.382059	6.438466	6.418433	6.360208	4.318242	4.355962	4.010231	4.039458	-5.82496	-5.610326	-5.530432	-5.518989
-2.703604	-2.523478	-2.552797	-2.484318	2.964429	2.970774	2.953658	2.883846	2.879742	2.839156	2.870644	2.992842	-4.966616	-4.966983	-4.929438	-4.970959
-1.667069	-1.608239	-1.549444	-1.545597	-0.423966	-0.353989	-0.47192	-0.434138	6.084995	6.073276	5.952736	6.035459	-5.694617	-5.530264	-5.569046	-5.528001
-1.048283	-0.650663	-1.026901	-0.802695	1.601707	1.647807	1.655852	1.534575	2.9629	2.977378	2.900113	2.952571	-3.301042	-3.45995	-3.339866	-3.462505
-0.275541	-0.107421	-0.084927	-0.055864	-0.437323	0.520615	0.565671	-0.217742	3.76204	3.833905	3.868397	3.865757	-0.803278	-0.941526	-0.901074	-0.816772
0.911232	1.076947	1.133402	1.091128	-1.252658	-1.371417	-1.388473	-1.222727	4.826477	4.918646	4.907856	4.793641	-4.311168	-4.511568	-4.310197	-4.507889
-0.473376	0.092336	0.000371	0.100882	-2.118356	-2.21291	-2.182889	-2.115406	3.001639	3.018452	2.901105	2.871172	-2.821766	-3.079007	-2.888604	-3.037384
1.477979	1.744416	1.711171	1.714537	-2.340483	-2.539585	-2.502651	-2.328965	0.653912	0.70865	0.72659	0.678043	0.301527	0.149957	0.347091	0.199789
0.578078	0.628638	0.632322	0.623354	-0.080384	-0.465846	-0.300617	0.338771	1.635044	1.716022	1.654962	1.646556	-1.845849	-2.016487	-1.802425	-2.003014
0.290241	0.037394	0.142304	0.068595	2.159818	2.404325	2.317242	2.200404	0.377343	0.509669	0.275405	0.322595	-4.829764	-4.993742	-4.716163	-5.044503
-1.314175	-1.727259	-1.599766	-1.690097	5.626699	5.47713	5.568425	5.560389	2.147337	2.261454	1.926319	2.009604	-6.861921	-7.084419	-6.636483	-7.138903
-2.300471	-2.644464	-2.586139	-2.677095	4.596618	4.163356	4.397318	4.432622	3.905092	3.989418	3.675118	3.795375	-9.259455	-9.48051	-8.900457	-9.536126
-2.85098	-3.127489	-3.198906	-3.259832	5.373485	5.009438	5.186417	5.213941	4.927408	5.003618	4.677055	4.834476	-9.528318	-9.823436	-9.205598	-9.801736
-3.814054	-3.978384	-4.095859	-4.184246	8.196068	8.002719	8.105019	8.094782	3.52419	3.572232	3.228321	3.391438	-9.905501	-10.019001	-10.46246	-10.020694
-6.07018	-6.328902	-6.267219	-6.308251	7.643641	7.577359	7.60169	7.53606	8.824409	8.308018	8.926345	8.876585	-12.900759	-13.206307	-12.616342	-13.27049
-8.342085	-8.493792	-8.529149	-8.523463	5.30274	5.242728	5.387067	5.138018	5.554164	5.634611	5.277025	5.335716	-10.832221	-11.174883	-10.435268	-11.158137
